"x" "y" "dist.to.edge"
-1734.375 -984.375 516
-1640.625 -984.375 516
-1546.875 -984.375 516
-1453.125 -984.375 516
-1359.375 -984.375 516
-1265.625 -984.375 516
-1171.875 -984.375 516
-1078.125 -984.375 516
-984.375 -984.375 516
-890.625 -984.375 516
-796.875 -984.375 516
-703.125 -984.375 516
-609.375 -984.375 516
-515.625 -984.375 516
-421.875 -984.375 516
-328.125 -984.375 516
-234.375 -984.375 516
-140.625 -984.375 516
-46.875 -984.375 516
46.875 -984.375 516
140.625 -984.375 516
234.375 -984.375 516
328.125 -984.375 516
421.875 -984.375 516
515.625 -984.375 516
609.375 -984.375 516
703.125 -984.375 516
796.875 -984.375 516
890.625 -984.375 516
984.375 -984.375 516
1078.125 -984.375 516
1171.875 -984.375 516
1265.625 -984.375 516
1359.375 -984.375 516
1453.125 -984.375 516
1546.875 -984.375 516
1640.625 -984.375 516
1734.375 -984.375 516
1828.125 -984.375 516
1921.875 -984.375 516
2015.625 -984.375 516
2109.375 -984.375 516
2203.125 -984.375 516
2296.875 -984.375 516
2390.625 -984.375 516
2484.375 -984.375 516
2578.125 -984.375 516
2671.875 -984.375 516
2765.625 -984.375 516
2859.375 -984.375 516
2953.125 -984.375 516
-2953.125 -890.625 609
-2859.375 -890.625 609
-2765.625 -890.625 609
-2671.875 -890.625 609
-2578.125 -890.625 609
-2484.375 -890.625 609
-2390.625 -890.625 609
-2296.875 -890.625 609
-2203.125 -890.625 609
-2109.375 -890.625 609
-2015.625 -890.625 609
-1921.875 -890.625 609
-1828.125 -890.625 609
-1734.375 -890.625 609
-1640.625 -890.625 609
-1546.875 -890.625 609
-1453.125 -890.625 609
-1359.375 -890.625 609
-1265.625 -890.625 609
-1171.875 -890.625 609
-1078.125 -890.625 609
-984.375 -890.625 609
-890.625 -890.625 609
-796.875 -890.625 609
-703.125 -890.625 609
-609.375 -890.625 609
-515.625 -890.625 609
-421.875 -890.625 609
-328.125 -890.625 609
-234.375 -890.625 609
-140.625 -890.625 609
-46.875 -890.625 609
46.875 -890.625 609
140.625 -890.625 609
234.375 -890.625 609
328.125 -890.625 609
421.875 -890.625 609
515.625 -890.625 609
609.375 -890.625 609
703.125 -890.625 609
796.875 -890.625 609
890.625 -890.625 609
984.375 -890.625 609
1078.125 -890.625 609
1171.875 -890.625 609
1265.625 -890.625 609
1359.375 -890.625 609
1453.125 -890.625 609
1546.875 -890.625 609
1640.625 -890.625 609
1734.375 -890.625 609
1828.125 -890.625 609
1921.875 -890.625 609
2015.625 -890.625 609
2109.375 -890.625 609
2203.125 -890.625 609
2296.875 -890.625 609
2390.625 -890.625 609
2484.375 -890.625 609
2578.125 -890.625 609
2671.875 -890.625 609
2765.625 -890.625 609
2859.375 -890.625 609
2953.125 -890.625 609
-2953.125 -796.875 703
-2859.375 -796.875 703
-2765.625 -796.875 703
-2671.875 -796.875 703
-2578.125 -796.875 703
-2484.375 -796.875 703
-2390.625 -796.875 703
-2296.875 -796.875 703
-2203.125 -796.875 703
-2109.375 -796.875 703
-2015.625 -796.875 703
-1921.875 -796.875 703
-1828.125 -796.875 703
-1734.375 -796.875 703
-1640.625 -796.875 703
-1546.875 -796.875 703
-1453.125 -796.875 703
-1359.375 -796.875 703
-1265.625 -796.875 703
-1171.875 -796.875 703
-1078.125 -796.875 703
-984.375 -796.875 703
-890.625 -796.875 703
-796.875 -796.875 703
-703.125 -796.875 703
-609.375 -796.875 703
-515.625 -796.875 703
-421.875 -796.875 703
-328.125 -796.875 703
-234.375 -796.875 703
-140.625 -796.875 703
-46.875 -796.875 703
46.875 -796.875 703
140.625 -796.875 703
234.375 -796.875 703
328.125 -796.875 703
421.875 -796.875 703
515.625 -796.875 703
609.375 -796.875 703
703.125 -796.875 703
796.875 -796.875 703
890.625 -796.875 703
984.375 -796.875 703
1078.125 -796.875 703
1171.875 -796.875 703
1265.625 -796.875 703
1359.375 -796.875 703
1453.125 -796.875 703
1546.875 -796.875 703
1640.625 -796.875 703
1734.375 -796.875 703
1828.125 -796.875 703
1921.875 -796.875 703
2015.625 -796.875 703
2109.375 -796.875 703
2203.125 -796.875 703
2296.875 -796.875 703
2390.625 -796.875 703
2484.375 -796.875 703
2578.125 -796.875 703
2671.875 -796.875 703
2765.625 -796.875 703
2859.375 -796.875 703
2953.125 -796.875 703
-2953.125 -703.125 797
-2859.375 -703.125 797
-2765.625 -703.125 797
-2671.875 -703.125 797
-2578.125 -703.125 797
-2484.375 -703.125 797
-2390.625 -703.125 797
-2296.875 -703.125 797
-2203.125 -703.125 797
-2109.375 -703.125 797
-2015.625 -703.125 797
-1921.875 -703.125 797
-1828.125 -703.125 797
-1734.375 -703.125 797
-1640.625 -703.125 797
-1546.875 -703.125 797
-1453.125 -703.125 797
-1359.375 -703.125 797
-1265.625 -703.125 797
-1171.875 -703.125 797
-1078.125 -703.125 797
-984.375 -703.125 797
-890.625 -703.125 797
-796.875 -703.125 797
-703.125 -703.125 797
-609.375 -703.125 797
-515.625 -703.125 797
-421.875 -703.125 797
-328.125 -703.125 797
-234.375 -703.125 797
-140.625 -703.125 797
-46.875 -703.125 797
46.875 -703.125 797
140.625 -703.125 797
234.375 -703.125 797
328.125 -703.125 797
421.875 -703.125 797
515.625 -703.125 797
609.375 -703.125 797
703.125 -703.125 797
796.875 -703.125 797
890.625 -703.125 797
984.375 -703.125 797
1078.125 -703.125 797
1171.875 -703.125 797
1265.625 -703.125 797
1359.375 -703.125 797
1453.125 -703.125 797
1546.875 -703.125 797
1640.625 -703.125 797
1734.375 -703.125 797
1828.125 -703.125 797
1921.875 -703.125 797
2015.625 -703.125 797
2109.375 -703.125 797
2203.125 -703.125 797
2296.875 -703.125 797
2390.625 -703.125 797
2484.375 -703.125 797
2578.125 -703.125 797
2671.875 -703.125 797
2765.625 -703.125 797
2859.375 -703.125 797
2953.125 -703.125 797
-2953.125 -609.375 891
-2859.375 -609.375 891
-2765.625 -609.375 891
-2671.875 -609.375 891
-2578.125 -609.375 891
-2484.375 -609.375 891
-2390.625 -609.375 891
-2296.875 -609.375 891
-2203.125 -609.375 891
-2109.375 -609.375 891
-2015.625 -609.375 891
-1921.875 -609.375 891
-1828.125 -609.375 891
-1734.375 -609.375 891
-1640.625 -609.375 891
-1546.875 -609.375 891
-1453.125 -609.375 891
-1359.375 -609.375 891
-1265.625 -609.375 891
-1171.875 -609.375 891
-1078.125 -609.375 891
-984.375 -609.375 891
-890.625 -609.375 891
-796.875 -609.375 891
-703.125 -609.375 891
-609.375 -609.375 891
-515.625 -609.375 891
-421.875 -609.375 891
-328.125 -609.375 891
-234.375 -609.375 891
-140.625 -609.375 891
-46.875 -609.375 891
46.875 -609.375 891
140.625 -609.375 891
234.375 -609.375 891
328.125 -609.375 891
421.875 -609.375 891
515.625 -609.375 891
609.375 -609.375 891
703.125 -609.375 891
796.875 -609.375 891
890.625 -609.375 891
984.375 -609.375 891
1078.125 -609.375 891
1171.875 -609.375 891
1265.625 -609.375 891
1359.375 -609.375 891
1453.125 -609.375 891
1546.875 -609.375 891
1640.625 -609.375 891
1734.375 -609.375 891
1828.125 -609.375 891
1921.875 -609.375 891
2015.625 -609.375 891
2109.375 -609.375 891
2203.125 -609.375 891
2296.875 -609.375 891
2390.625 -609.375 891
2484.375 -609.375 891
2578.125 -609.375 891
2671.875 -609.375 891
2765.625 -609.375 891
2859.375 -609.375 891
2953.125 -609.375 891
-2953.125 -515.625 984
-2859.375 -515.625 984
-2765.625 -515.625 984
-2671.875 -515.625 984
-2578.125 -515.625 984
-2484.375 -515.625 984
-2390.625 -515.625 984
-2296.875 -515.625 984
-2203.125 -515.625 984
-2109.375 -515.625 984
-2015.625 -515.625 984
-1921.875 -515.625 984
-1828.125 -515.625 984
-1734.375 -515.625 984
-1640.625 -515.625 984
-1546.875 -515.625 984
-1453.125 -515.625 984
-1359.375 -515.625 984
-1265.625 -515.625 984
-1171.875 -515.625 984
-1078.125 -515.625 984
-984.375 -515.625 984
-890.625 -515.625 984
-796.875 -515.625 984
-703.125 -515.625 984
-609.375 -515.625 984
-515.625 -515.625 984
-421.875 -515.625 984
-328.125 -515.625 984
-234.375 -515.625 984
-140.625 -515.625 984
-46.875 -515.625 984
46.875 -515.625 984
140.625 -515.625 984
234.375 -515.625 984
328.125 -515.625 984
421.875 -515.625 984
515.625 -515.625 984
609.375 -515.625 984
703.125 -515.625 984
796.875 -515.625 984
890.625 -515.625 984
984.375 -515.625 984
1078.125 -515.625 984
1171.875 -515.625 984
1265.625 -515.625 984
1359.375 -515.625 984
1453.125 -515.625 984
1546.875 -515.625 984
1640.625 -515.625 984
1734.375 -515.625 984
1828.125 -515.625 984
1921.875 -515.625 984
2015.625 -515.625 984
2109.375 -515.625 984
2203.125 -515.625 984
2296.875 -515.625 984
2390.625 -515.625 984
2484.375 -515.625 984
2578.125 -515.625 984
2671.875 -515.625 984
2765.625 -515.625 984
2859.375 -515.625 984
2953.125 -515.625 984
-2953.125 -421.875 1078
-2859.375 -421.875 1078
-2765.625 -421.875 1078
-2671.875 -421.875 1078
-2578.125 -421.875 1078
-2484.375 -421.875 1078
-2390.625 -421.875 1078
-2296.875 -421.875 1078
-2203.125 -421.875 1078
-2109.375 -421.875 1078
-2015.625 -421.875 1078
-1921.875 -421.875 1078
-1828.125 -421.875 1078
-1734.375 -421.875 1078
-1640.625 -421.875 1078
-1546.875 -421.875 1078
-1453.125 -421.875 1078
-1359.375 -421.875 1078
-1265.625 -421.875 1078
-1171.875 -421.875 1078
-1078.125 -421.875 1078
-984.375 -421.875 1078
-890.625 -421.875 1078
-796.875 -421.875 1078
-703.125 -421.875 1078
-609.375 -421.875 1078
-515.625 -421.875 1078
-421.875 -421.875 1078
-328.125 -421.875 1078
-234.375 -421.875 1078
-140.625 -421.875 1078
-46.875 -421.875 1078
46.875 -421.875 1078
140.625 -421.875 1078
234.375 -421.875 1078
328.125 -421.875 1078
421.875 -421.875 1078
515.625 -421.875 1078
609.375 -421.875 1078
703.125 -421.875 1078
796.875 -421.875 1078
890.625 -421.875 1078
984.375 -421.875 1078
1078.125 -421.875 1078
1171.875 -421.875 1078
1265.625 -421.875 1078
1359.375 -421.875 1078
1453.125 -421.875 1078
1546.875 -421.875 1078
1640.625 -421.875 1078
1734.375 -421.875 1078
1828.125 -421.875 1078
1921.875 -421.875 1078
2015.625 -421.875 1078
2109.375 -421.875 1078
2203.125 -421.875 1078
2296.875 -421.875 1078
2390.625 -421.875 1078
2484.375 -421.875 1078
2578.125 -421.875 1078
2671.875 -421.875 1078
2765.625 -421.875 1078
2859.375 -421.875 1078
2953.125 -421.875 1078
-2953.125 -328.125 1172
-2859.375 -328.125 1172
-2765.625 -328.125 1172
-2671.875 -328.125 1172
-2578.125 -328.125 1172
-2484.375 -328.125 1172
-2390.625 -328.125 1172
-2296.875 -328.125 1172
-2203.125 -328.125 1172
-2109.375 -328.125 1172
-2015.625 -328.125 1172
-1921.875 -328.125 1172
-1828.125 -328.125 1172
-1734.375 -328.125 1172
-1640.625 -328.125 1172
-1546.875 -328.125 1172
-1453.125 -328.125 1172
-1359.375 -328.125 1172
-1265.625 -328.125 1172
-1171.875 -328.125 1172
-1078.125 -328.125 1172
-984.375 -328.125 1172
-890.625 -328.125 1172
-796.875 -328.125 1172
-703.125 -328.125 1172
-609.375 -328.125 1172
-515.625 -328.125 1172
-421.875 -328.125 1172
-328.125 -328.125 1172
-234.375 -328.125 1172
-140.625 -328.125 1172
-46.875 -328.125 1172
46.875 -328.125 1172
140.625 -328.125 1172
234.375 -328.125 1172
328.125 -328.125 1172
421.875 -328.125 1172
515.625 -328.125 1172
609.375 -328.125 1172
703.125 -328.125 1172
796.875 -328.125 1172
890.625 -328.125 1172
984.375 -328.125 1172
1078.125 -328.125 1172
1171.875 -328.125 1172
1265.625 -328.125 1172
1359.375 -328.125 1172
1453.125 -328.125 1172
1546.875 -328.125 1172
1640.625 -328.125 1172
1734.375 -328.125 1172
1828.125 -328.125 1172
1921.875 -328.125 1172
2015.625 -328.125 1172
2109.375 -328.125 1172
2203.125 -328.125 1172
2296.875 -328.125 1172
2390.625 -328.125 1172
2484.375 -328.125 1172
2578.125 -328.125 1172
2671.875 -328.125 1172
2765.625 -328.125 1172
2859.375 -328.125 1172
2953.125 -328.125 1172
-2953.125 -234.375 1266
-2859.375 -234.375 1266
-2765.625 -234.375 1266
-2671.875 -234.375 1266
-2578.125 -234.375 1266
-2484.375 -234.375 1266
-2390.625 -234.375 1266
-2296.875 -234.375 1266
-2203.125 -234.375 1266
-2109.375 -234.375 1266
-2015.625 -234.375 1266
-1921.875 -234.375 1266
-1828.125 -234.375 1266
-1734.375 -234.375 1266
-1640.625 -234.375 1266
-1546.875 -234.375 1266
-1453.125 -234.375 1266
-1359.375 -234.375 1266
-1265.625 -234.375 1266
-1171.875 -234.375 1266
-1078.125 -234.375 1266
-984.375 -234.375 1266
-890.625 -234.375 1266
-796.875 -234.375 1266
-703.125 -234.375 1266
-609.375 -234.375 1266
-515.625 -234.375 1266
-421.875 -234.375 1266
-328.125 -234.375 1266
-234.375 -234.375 1266
-140.625 -234.375 1266
-46.875 -234.375 1266
46.875 -234.375 1266
140.625 -234.375 1266
234.375 -234.375 1266
328.125 -234.375 1266
421.875 -234.375 1266
515.625 -234.375 1266
609.375 -234.375 1266
703.125 -234.375 1266
796.875 -234.375 1266
890.625 -234.375 1266
984.375 -234.375 1266
1078.125 -234.375 1266
1171.875 -234.375 1266
1265.625 -234.375 1266
1359.375 -234.375 1266
1453.125 -234.375 1266
1546.875 -234.375 1266
1640.625 -234.375 1266
1734.375 -234.375 1266
1828.125 -234.375 1266
1921.875 -234.375 1266
2015.625 -234.375 1266
2109.375 -234.375 1266
2203.125 -234.375 1266
2296.875 -234.375 1266
2390.625 -234.375 1266
2484.375 -234.375 1266
2578.125 -234.375 1266
2671.875 -234.375 1266
2765.625 -234.375 1266
2859.375 -234.375 1266
2953.125 -234.375 1266
-2953.125 -140.625 1359
-2859.375 -140.625 1359
-2765.625 -140.625 1359
-2671.875 -140.625 1359
-2578.125 -140.625 1359
-2484.375 -140.625 1359
-2390.625 -140.625 1359
-2296.875 -140.625 1359
-2203.125 -140.625 1359
-2109.375 -140.625 1359
-2015.625 -140.625 1359
-1921.875 -140.625 1359
-1828.125 -140.625 1359
-1734.375 -140.625 1359
-1640.625 -140.625 1359
-1546.875 -140.625 1359
-1453.125 -140.625 1359
-1359.375 -140.625 1359
-1265.625 -140.625 1359
-1171.875 -140.625 1359
-1078.125 -140.625 1359
-984.375 -140.625 1359
-890.625 -140.625 1359
-796.875 -140.625 1359
-703.125 -140.625 1359
-609.375 -140.625 1359
-515.625 -140.625 1359
-421.875 -140.625 1359
-328.125 -140.625 1359
-234.375 -140.625 1359
-140.625 -140.625 1359
-46.875 -140.625 1359
46.875 -140.625 1359
140.625 -140.625 1359
234.375 -140.625 1359
328.125 -140.625 1359
421.875 -140.625 1359
515.625 -140.625 1359
609.375 -140.625 1359
703.125 -140.625 1359
796.875 -140.625 1359
890.625 -140.625 1359
984.375 -140.625 1359
1078.125 -140.625 1359
1171.875 -140.625 1359
1265.625 -140.625 1359
1359.375 -140.625 1359
1453.125 -140.625 1359
1546.875 -140.625 1359
1640.625 -140.625 1359
1734.375 -140.625 1359
1828.125 -140.625 1359
1921.875 -140.625 1359
2015.625 -140.625 1359
2109.375 -140.625 1359
2203.125 -140.625 1359
2296.875 -140.625 1359
2390.625 -140.625 1359
2484.375 -140.625 1359
2578.125 -140.625 1359
2671.875 -140.625 1359
2765.625 -140.625 1359
2859.375 -140.625 1359
2953.125 -140.625 1359
-2953.125 -46.875 1453
-2859.375 -46.875 1453
-2765.625 -46.875 1453
-2671.875 -46.875 1453
-2578.125 -46.875 1453
-2484.375 -46.875 1453
-2390.625 -46.875 1453
-2296.875 -46.875 1453
-2203.125 -46.875 1453
-2109.375 -46.875 1453
-2015.625 -46.875 1453
-1921.875 -46.875 1453
-1828.125 -46.875 1453
-1734.375 -46.875 1453
-1640.625 -46.875 1453
-1546.875 -46.875 1453
-1453.125 -46.875 1453
-1359.375 -46.875 1453
-1265.625 -46.875 1453
-1171.875 -46.875 1453
-1078.125 -46.875 1453
-984.375 -46.875 1453
-890.625 -46.875 1453
-796.875 -46.875 1453
-703.125 -46.875 1453
-609.375 -46.875 1453
-515.625 -46.875 1453
-421.875 -46.875 1453
-328.125 -46.875 1453
-234.375 -46.875 1453
-140.625 -46.875 1453
-46.875 -46.875 1453
46.875 -46.875 1453
140.625 -46.875 1453
234.375 -46.875 1453
328.125 -46.875 1453
421.875 -46.875 1453
515.625 -46.875 1453
609.375 -46.875 1453
703.125 -46.875 1453
796.875 -46.875 1453
890.625 -46.875 1453
984.375 -46.875 1453
1078.125 -46.875 1453
1171.875 -46.875 1453
1265.625 -46.875 1453
1359.375 -46.875 1453
1453.125 -46.875 1453
1546.875 -46.875 1453
1640.625 -46.875 1453
1734.375 -46.875 1453
1828.125 -46.875 1453
1921.875 -46.875 1453
2015.625 -46.875 1453
2109.375 -46.875 1453
2203.125 -46.875 1453
2296.875 -46.875 1453
2390.625 -46.875 1453
2484.375 -46.875 1453
2578.125 -46.875 1453
2671.875 -46.875 1453
2765.625 -46.875 1453
2859.375 -46.875 1453
2953.125 -46.875 1453
-2953.125 46.875 1547
-2859.375 46.875 1547
-2765.625 46.875 1547
-2671.875 46.875 1547
-2578.125 46.875 1547
-2484.375 46.875 1547
-2390.625 46.875 1547
-2296.875 46.875 1547
-2203.125 46.875 1547
-2109.375 46.875 1547
-2015.625 46.875 1547
-1921.875 46.875 1547
-1828.125 46.875 1547
-1734.375 46.875 1547
-1640.625 46.875 1547
-1546.875 46.875 1547
-1453.125 46.875 1547
-1359.375 46.875 1547
-1265.625 46.875 1547
-1171.875 46.875 1547
-1078.125 46.875 1547
-984.375 46.875 1547
-890.625 46.875 1547
-796.875 46.875 1547
-703.125 46.875 1547
-609.375 46.875 1547
-515.625 46.875 1547
-421.875 46.875 1547
-328.125 46.875 1547
-234.375 46.875 1547
-140.625 46.875 1547
-46.875 46.875 1547
46.875 46.875 1547
140.625 46.875 1547
234.375 46.875 1547
328.125 46.875 1547
421.875 46.875 1547
515.625 46.875 1547
609.375 46.875 1547
703.125 46.875 1547
796.875 46.875 1547
890.625 46.875 1547
984.375 46.875 1547
1078.125 46.875 1547
1171.875 46.875 1547
1265.625 46.875 1547
1359.375 46.875 1547
1453.125 46.875 1547
1546.875 46.875 1547
1640.625 46.875 1547
1734.375 46.875 1547
1828.125 46.875 1547
1921.875 46.875 1547
2015.625 46.875 1547
2109.375 46.875 1547
2203.125 46.875 1547
2296.875 46.875 1547
2390.625 46.875 1547
2484.375 46.875 1547
2578.125 46.875 1547
2671.875 46.875 1547
2765.625 46.875 1547
2859.375 46.875 1547
2953.125 46.875 1547
-2953.125 140.625 1641
-2859.375 140.625 1641
-2765.625 140.625 1641
-2671.875 140.625 1641
-2578.125 140.625 1641
-2484.375 140.625 1641
-2390.625 140.625 1641
